REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,53.23876587
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,58.58348791
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,74.02188518
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,74.44675405
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,72.53685469
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,71.54194645
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,70.90626816
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,71.26704471
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,69.77419612
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,71.37409614
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,72.93995249
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,72.22211379
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,68.96109562
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,69.91902153
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,74.92955162
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,71.32277079
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,70.98058243
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,70.97113281
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,69.10247754
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,70.41841679
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,65.2149921
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,64.59856023
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,69.60362
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,63.39529993
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,47.4244565
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,50.16472092
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,44.01320939
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,51.34723941
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,52.07194558
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,47.98156345
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,51.63332142
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,48.96428103
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,52.14888867
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,38.71561273
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,37.22458676
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,30.72943252
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,33.30252692
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,34.76938267
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,35.17813584
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,38.64892709
TUR,Türkiye,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,82.72306465
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,37.1050698
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,38.21428571
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,37.78234086
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,42.57528557
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,42.1686747
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,43.10344828
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,45.03249768
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,45.41366906
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,46.64341761
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,46.07679466
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,46.141607
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,46.91455696
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,47.38893219
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,47.14394516
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,47.94832827
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,48.68913858
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,52.70863836
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,53.57142857
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,54.48851775
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,55.10067114
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,57.55775578
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,56.96930946
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,57.92682927
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,59.61098398
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,40.86265607
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,40.17372421
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,38.02256138
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,46.1352657
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,37.98297315
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,38.45654994
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,39.04945408
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,38.97984887
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,39.81072555
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,40.57428215
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,43.76899696
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,44.35245417
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,44.79405034
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,45.53521908
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,47.59825328
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,47.57074212
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,48.64311316
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,50.02400384
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,34.05865658
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,33.09481216
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,34.83432455
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,34.53947368
GBR,United Kingdom,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,35.62945368
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,38.41743119
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1960,46.94835681
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1961,48.16513761
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,40.93567251
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,42.3572744
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,39.31623932
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,42.4
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,42.33576642
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,41.72274563
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,29.68299712
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,34.2185904
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,32.97244094
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,31.7535545
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,30.70577452
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,28.53492334
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,29.97562957
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,32.31850117
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,32.29483283
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,31.25
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,28.65812542
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,28.71621622
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,28.75902823
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,30.73047859
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,30.93093093
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,36.52968037
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,39.78723404
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,50.88495575
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,50.86206897
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,52.08333333
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,49.80079681
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,47.89272031
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,50.91575092
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,37.47203579
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,27.06253284
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,26.2755102
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,25.71143285
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,24.96364518
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,24.48882549
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,23.67816092
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,23.45360825
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,25.37067545
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,26.95481336
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,28.43137255
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,27.95989202
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,27.17391304
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,26.75276753
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,26.62504591
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,25.19110493
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,24.82876712
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,24.2881072
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,23.2
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,22.32142857
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,21.1062591
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,20.48022599
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,19.06389692
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,18.3312263
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,41.61490683
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,38.81807648
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,37.26362625
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,35.63829787
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,36.06027987
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,28.53185596
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,34.53608247
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,33.60080241
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,35.61776062
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,38.54748603
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,38.25382538
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,36.73292999
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,36.3869863
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,35.47579299
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,35.75510204
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,38.79173291
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,39.37308869
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,37.50910415
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,35.76388889
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,34.49430676
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,33.88157895
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,33.22580645
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,32.28840125
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,31.63390663
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,30.69129917
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,31.41542002
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,34.12742382
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,37.12121212
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,38.81156317
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,38.33950291
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,37.74076002
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,37.35188047
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,36.65318504
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,35.83786456
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,34.85576923
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,33.72093023
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,32.73137698
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,31.61796773
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,29.47154472
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,29.05811623
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,27.37915408
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,25.95775152
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,55.05226481
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,52.80528053
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,49.23076923
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,46.37681159
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,44.44444444
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,40.20100503
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,44.20803783
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,45.35637149
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,46.65314402
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,43.39622642
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,46.65492958
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,47.54098361
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,46.61654135
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,46.46324549
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,43.39378238
USA,United States,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,43.39378238
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,37.77563662
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,36.25538528
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,55.5
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,57.3105185
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,57.50001649
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,56.15532284
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,53.74273278
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,51.64060374
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,49.5623675
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,40.4
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,54.5
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,39.9
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,42.2771353
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,41.42614903
BGR,Bulgaria,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,41.07820041
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,46.61873648
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,45.00247709
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,37.95420086
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,38.57702175
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,39.70811736
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,40.01508957
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,40.18617969
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,40.91845037
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,40.10526115
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,45.38614824
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,37.74141026
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,44.50611111
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,45.56846307
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,46.20461796
HRV,Croatia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,45.80103116
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,31.61386438
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,31.0268185
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,30.72749435
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,44.70455153
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,42.12458736
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,40.47343241
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,39.55083174
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,41.14427068
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,54.89722249
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,47.96647439
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,51.81211763
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,56.42888982
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,56.21783288
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,56.9178572
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,53.88901514
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,50.35110644
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,45.15274136
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,46.30682852
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,48.47180913
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,46.35194684
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,42.95764555
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,42.29087779
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1960,41.31070482
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1961,40.2687366
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,39.56770043
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,33.051887
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,28.6483864
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,23.1827453
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,17.42486708
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,26.14629474
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,25.78252021
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,24.28108136
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,25.34179337
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,37.17855578
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,37.0623728
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,45.79345607
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,43.83180732
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,41.53237151
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,37.14118241
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,38.0844426
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,40.65862749
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,43.51655123
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,42.64771819
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,45.48575964
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,45.25265732
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,47.70882145
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,51.38849718
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,54.90590191
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,55.74670566
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,59.66395777
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,58.39383207
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,56.55571265
